ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT,geometry
,100-20,EN100,0.0,80.76,80.76,BALABAIA,LOBITO,Primary,BENGUELA,7.0,2,Paved,Good,806,Paved,,"LINESTRING (13.522956403230491 -12.389891561085689, 13.536994038687078 -12.40081685445592, 13.55658570456981 -12.405089312145774, 13.575139808597479 -12.412779740164169, 13.5957690539589 -12.40838520271651, 13.65338450012726 -12.375792406481372, 13.677370600433203 -12.370299236225678, 13.712159609479025 -12.371397863463011, 13.725159717473927 -12.370299228217156, 13.757934655634038 -12.349608298928077, 13.783934886819598 -12.35070692855349, 13.806761388645622 -12.349608292536491, 13.826170018870846 -12.358092179470171, 13.827756907525703 -12.319578984399117, 13.82476628865129 -12.279478875410868, 13.82476629614906 -12.264708363336755, 13.830747581814899 -12.249876815534877, 13.826170102292199 -12.193480315562956, 13.845578756151601 -12.165282063946249, 13.88854636002311 -12.100096496827899, 13.938960083168707 -12.023009072972538)"
,250-03,EN250,0.0,68.12,68.12,Balombo,Luimbale,Primary,HUAMBO,7.9,2,Paved,Good,287,Paved,,"LINESTRING (14.723896139686259 -12.342101516396593, 14.754291361668583 -12.343200151190059, 14.798907649708408 -12.338805622502322, 14.81312871143479 -12.33880562346492, 14.847918433625665 -12.35180611515651, 14.872942623955087 -12.356200648514765, 14.891314045371733 -12.350707485373377, 14.921892395416533 -12.336608365529019, 14.963090774273141 -12.328978973649422, 14.99574430559291 -12.336608371320985, 15.024125415805116 -12.342101538070978, 15.050126178649814 -12.342101540227828, 15.107926008943215 -12.32678171996297, 15.150345110784208 -12.31487986752065, 15.176345888714607 -12.300719712779165, 15.198135276115602 -12.283324694237539, 15.21992466715422 -12.257201647908223, 15.242690613753355 -12.236510730965742, 15.275344182000957 -12.225707510927364)"
,250-06,EN250,0.0,58.26,58.26,Bailundo,Catchiungo,Primary,HUAMBO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (15.836752858545006 -12.17559726801644, 15.861715949860425 -12.187621200380422, 15.89009696963474 -12.21368322043154, 15.924703514650885 -12.232176881964119, 15.940145235522191 -12.246276007546593, 15.969502812499297 -12.28979408358809, 15.99873833184435 -12.315978173993479, 16.028095916029482 -12.364928379189314, 16.049946265868208 -12.392089030412968, 16.09669870570626 -12.431212578528674, 16.126117341877862 -12.473693056542887, 16.171710130747886 -12.546508012637581)"
,100-27,EN100,0.0,68.76,68.76,NAMIBE,S. JOAO DO SUL,Primary,NAMIBE,6.0,2,Paved,Good,810,Paved,,"LINESTRING (12.107618274537774 -15.723718556835133, 12.121969531837847 -15.708440390647034, 12.179910804234787 -15.668430660482514, 12.219917905376594 -15.631180273035936, 12.23509300795723 -15.609105997154378, 12.236472528192325 -15.589791041555843, 12.232333765315492 -15.54702223270454, 12.228194993140345 -15.498734866430537, 12.22819487411217 -15.43665109469475, 12.201983171777671 -15.392502710383964, 12.189567112976844 -15.374567434441344, 12.189566956633632 -15.290409432496753, 12.184048643833588 -15.24626098853942, 12.163355213641799 -15.211770063245883)"
,280-01,EN280,0.0,34.68,34.68,Namibe (Prox.),Caraculo,Primary,NAMIBE,7.9,2,Paved,Good,2110,Paved,,"LINESTRING (12.371668657130236 -15.037934972205132, 12.675173802568047 -15.036554684946438)"
,280-02,EN280,0.0,61.34,61.34,Caraculo,Tampa,Primary,NAMIBE,7.9,2,Paved,Good,2110,Paved,,"LINESTRING (12.675173802568047 -15.036554684946438, 12.76346655773579 -15.03793416067711, 12.882110186585075 -15.048971068168168, 12.945570832673896 -15.050350605363287, 13.015929453384961 -15.046211582188898, 13.06835358490864 -15.050350422401541, 13.137332764508976 -15.040692856489661, 13.184238653525385 -15.036553878908503, 13.200793677255774 -15.028276025966983, 13.209071191743618 -15.025516738264376)"
,280-07,EN280,0.0,79.82,79.82,Toco,Quipungo,Primary,HUILA,7.9,2,Paved,Good,82,Paved,,"LINESTRING (13.85747969652341 -14.741310619268301, 13.893349277888843 -14.750968064980446, 14.01613372564027 -14.759245823855869, 14.134779536306755 -14.762005040167228, 14.263082738941828 -14.771662450772622, 14.394145327462704 -14.775801315477201, 14.492097479151258 -14.775801283345352, 14.533485740103119 -14.784079099557175, 14.5569390951095 -14.793736559452038)"
,280-08,EN280,0.0,52.48,52.48,Quipungo,Matala,Primary,HUILA,7.9,2,Paved,Good,82,Paved,,"LINESTRING (14.5569390951095 -14.793736559452038, 14.5790128455926 -14.782699448622054, 14.734908835594503 -14.752347373716445, 14.882527358624758 -14.720615672191562, 15.010831453567853 -14.70268036082586)"
,100-24,EN100,0.0,97.09,97.09,RIO CATARA,LUCIRA,Primary,BENGUELA,6.0,2,Paved,Good,81,Paved,,"LINESTRING (12.562243311827398 -13.847753771442852, 12.563756802732096 -13.838672590822837, 12.572837759544827 -13.83261846442489, 12.590999678285831 -13.832618451087225, 12.613702077865936 -13.815969605840428, 12.61672905740678 -13.775104296611174, 12.625810010727223 -13.720617214448012, 12.621269518435733 -13.655535432754464, 12.628836981527845 -13.610129531544699, 12.645485411009751 -13.563210094953847, 12.643971914362401 -13.543534207766472, 12.625809981470988 -13.516290681917553, 12.592513115305069 -13.490560695802612, 12.584945646251953 -13.476938931945478, 12.584945643656985 -13.45423598392961, 12.598567083659097 -13.436073616775815, 12.634890935357916 -13.41034358648841, 12.64397190089055 -13.410343580929535, 12.662133834784623 -13.41639768929832, 12.683322761101993 -13.417911206511244, 12.713592662028876 -13.404289420478259, 12.734781597297985 -13.384613520882766, 12.755970537763204 -13.381586449574058, 12.792294445592233 -13.38461348966409, 12.824077874526346 -13.384613473108876, 12.83467235250568 -13.374018759202842, 12.840726340242268 -13.36191051788808, 12.851320820087816 -13.358883453047682, 12.86796929058317 -13.361910504409607, 12.887644758844718 -13.367964613966887, 12.902779736616829 -13.367964606748464, 12.919428214398057 -13.363424009645694)"
,105-10,EN105,0.0,74.85,74.85,CAHAMA,CATEQUERO,Primary,CUNENE,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (14.912354317957695 -16.51846551299113, 14.859885777871755 -16.50934040589349, 14.81197972753816 -16.46827733616475, 14.752667504916689 -16.427214272710827, 14.677386658508015 -16.395276350840938, 14.620355741805252 -16.356494571320557, 14.515418951822996 -16.329119237235712, 14.474356752672223 -16.30630643225102, 14.437857036827857 -16.29261875734498, 14.362576412738761 -16.260680844549356, 14.323795501850595 -16.2333054739679)"
,280-06,EN280,0.0,43.72,43.72,Lubango,Toco,Primary,HUILA,7.9,2,Paved,Good,82,Paved,,"LINESTRING (13.527756313794603 -14.89996928642967, 13.55502396645357 -14.859973534438023, 13.596085732045546 -14.839441948019507, 13.623460252853826 -14.816629091230205, 13.669084479474146 -14.782409804360164, 13.698740244279314 -14.766440798412255, 13.78542640330171 -14.759596886382795, 13.826488300927954 -14.752753009060125, 13.85747969652341 -14.741310619268301)"
,105-05,EN105,0.0,47.43,47.43,CACULA,HOQUE,Primary,HUILA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (13.85747969652341 -14.741310619268301, 13.881237526978266 -14.723096292406435, 13.890362395244017 -14.679751906124197, 13.892643608017899 -14.638688807404924, 13.935986778462158 -14.599906969030076, 13.956517763074487 -14.588500542208374, 13.995298527623312 -14.586219238853083, 14.036360533289393 -14.59078178456717, 14.061453989250372 -14.574812790933937, 14.108099252926506 -14.48081447606009)"
,250-08,EN250,0.0,42.95,42.95,Chinguar,Kuito,Primary,BIE,7.9,2,Paved,Good,325,Paved,,"LINESTRING (16.329004414131916 -12.533065267612347, 16.397442575422122 -12.535346557263106, 16.50238110755685 -12.544471697442528, 16.5639754768541 -12.530784010964654, 16.59819457397968 -12.523940168100795, 16.639257492907173 -12.519377608164833, 16.698570607211803 -12.4897209461607)"
,140-28,EN140,0.0,16.66,16.66,KUITO,CUQUEMA,Primary,BIE,7.9,2,Paved,Good,536,Paved,,"LINESTRING (16.78525901643463 -12.446376594061558, 16.830884498870493 -12.432688905900667, 16.894760180133055 -12.41443865533681, 16.913010379325634 -12.387063271189898)"
,140-34,EN140,0.0,106.17,106.17,TCHINOCA,CAIUNDO,Primary,CUANDO CUBANGO,6.0,2,Paved,Good,407,Paved,,"LINESTRING (17.431024160402536 -15.669120610983182, 17.44677415656659 -15.651120571272505, 17.476024149160935 -15.63987054739743, 17.48952414656869 -15.626370517723657, 17.5120241446333 -15.570120392498442, 17.532274144869582 -15.495870226826382, 17.56377414172998 -15.462120152724362, 17.613274139017832 -15.414870049362532, 17.63352413938266 -15.385619984867114, 17.62452414141904 -15.360869928881344, 17.615524143573055 -15.336119872891427, 17.615524145371907 -15.306869807309292, 17.644774148118827 -15.234869647568347, 17.656024151755677 -15.171869507045903, 17.66502415462775 -15.124619401718393, 17.671774157364734 -15.081869306362268, 17.656024159981364 -15.04811922982275, 17.644774163496834 -15.003119128348578, 17.635774173525128 -14.868118825463776, 17.6357741761885 -14.831605501905937)"
,140-32,EN140,0.0,102.29,102.29,MUMBU,MENONGUE,Primary,CUANDO CUBANGO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (17.671878773381128 -14.618285932587305, 17.64471819312878 -14.57781962126317, 17.628482882549847 -14.527404579972446, 17.62671287049162 -14.48510721563639, 17.634891566597936 -14.437927039400522, 17.628482896060596 -14.363097935786664, 17.602298884181348 -14.249206329937515, 17.547123244145777 -14.125488061535512, 17.485294785948593 -14.076720965963064, 17.44128855082011 -14.0523068995511, 17.397282322894032 -13.98071265625719, 17.350285380213112 -13.938415288311896, 17.29169179257657 -13.89770483346993, 17.27268941932461 -13.871703839691992)"
,140-25,EN140,0.0,42.92,42.92,TUNDA CHISSOCOCUA,QUIBANDA,Primary,BIE,5.5,2,Unpaved,Poor,536,Track,,"LINESTRING (16.72536368453953 -12.145462469799277, 16.715601650849667 -12.12431130898376, 16.696077578459676 -12.116176245336554, 16.68306153266019 -12.098279108709253, 16.67818051769819 -12.078754960723623, 16.68794255790066 -12.055976789851615, 16.68794256168444 -12.03319861786589, 16.687942564122388 -12.018555507306317, 16.692823585369744 -12.000658372745159, 16.697704605573236 -11.989269287323413, 16.697704607201754 -11.979507213622309, 16.681434552662655 -11.942085929215194, 16.665164500367904 -11.894902571103515, 16.658656489222295 -11.820060005349324, 16.657695157517495 -11.801602303898182)"
,140-21,EN140,0.0,20.93,20.93,CALUCINGA,CUTATO,Primary,BIE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (16.328374456497652 -11.44584713958115, 16.307223397779875 -11.426322989460052, 16.284445337371764 -11.39703676541567, 16.250278244442676 -11.375885601283363, 16.21285714604034 -11.351480412124886, 16.190079089420102 -11.328702237148452)"
,110-22,EN110,0.0,86.66,86.66,CHICOMBA,MATALA,Primary,HUILA,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.906891307901631 -14.098005117635907, 14.896496108952276 -14.112180512963903, 14.892716035232283 -14.1329710924582, 14.888935959973582 -14.17171717236704, 14.881375815458606 -14.186837594043796, 14.858695385335816 -14.210463253436652, 14.85302527737341 -14.225583675126526, 14.845465132559164 -14.259604623755678, 14.848300183558997 -14.287955413869412, 14.893661039190432 -14.293625569754052, 14.921066558539792 -14.317251227016609, 14.94941709980226 -14.330481594563034, 14.959812298840871 -14.33804180483959, 14.973042551976162 -14.357887357368137, 15.003283133873792 -14.393798356931379, 15.037303794542067 -14.409863803376336, 15.036741969973638 -14.422209287688053, 15.020845714978556 -14.448040916027809, 15.016871648570248 -14.495730075188867, 15.020845709353932 -14.531496944298482, 15.022832738358979 -14.57322495839881, 15.022832736964261 -14.597069537952994, 15.00892351466377 -14.626875263137753, 14.991040230371354 -14.660655085263896, 14.99104022969634 -14.674564423394946, 15.010815160891834 -14.702680649593038)"
,280-13,EN280,0.0,92.8,92.8,Cuchi,Menongue,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,82,Track,,"LINESTRING (16.858526545836202 -14.620788319744761, 16.888677810646193 -14.624877677297084, 16.910528323626014 -14.624877678701871, 16.9702815465329 -14.620910397277562, 16.992132062841794 -14.616882078253022, 17.035711025943247 -14.630798097218182, 17.065496090475797 -14.626891849049228, 17.087285574800504 -14.626891850490741, 17.139104266192067 -14.640807870000655, 17.1768849162636 -14.654723888568794, 17.208684142185817 -14.644775159908095, 17.23651609540297 -14.63677955605855, 17.264287014089547 -14.636779557919876, 17.3001145525824 -14.636779560325456, 17.325932353039843 -14.648681417864237, 17.373478613921716 -14.648681421054505, 17.409306158024403 -14.646728298409016, 17.441105394822927 -14.630798124352408, 17.47888606232242 -14.628783966695964, 17.53650310945313 -14.628783970585301, 17.63568500698807 -14.622802531816454, 17.671878773381128 -14.618285932587305)"
,230-20,EN230,0.0,51.22,51.22,Xinge,Caculo,Primary,LUNDA NORTE,7.9,2,Paved,Good,1184,Paved,,"LINESTRING (19.14879130676766 -9.789961469826899, 19.18021432946051 -9.801745118518108, 19.211637352374286 -9.819420590578954, 19.217529168005086 -9.841023943369725, 19.217529166678638 -9.860663354679856, 19.2136012871494 -9.882266706888018, 19.211637347186524 -9.896014294689039, 19.211637345456694 -9.921545529395225, 19.21163734425898 -9.939220999577271, 19.21163734266187 -9.962788293154372, 19.22145703641022 -9.98439164618688, 19.26269975562063 -10.004031059938766, 19.286267023655004 -10.023670472630664, 19.292158839884628 -10.041345943159493, 19.292158838346538 -10.064913236743731, 19.292158836423813 -10.094372353725651, 19.282339138327842 -10.131687234668192, 19.274483380158646 -10.157218468930889)"
,225-28,EN225,0.0,108.29,108.29,Camaxilo,Cu¡lo,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.912075170874374 -8.349549539255124, 18.943086052325263 -8.31233643837196, 18.972637567963787 -8.213831285769059, 19.002189082742458 -8.132564535170202, 19.02189009091468 -8.105475618891541, 19.071142610373666 -8.066073560043442, 19.142558764193176 -8.038984646698745, 19.226288050244722 -8.034059393656003, 19.420835523955922 -8.043909919361338, 19.442999158402777 -8.100550384351704, 19.477475925676497 -8.154728221093011, 19.497176935543724 -8.191667655041831, 19.526728451006257 -8.243382862663504, 19.55819613348846 -8.264024236109682)"
,180-02,EN180,0.0,34.89,34.89,CAMISSOMBO,CAITA,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (20.699454370381098 -8.50129722408208, 20.69195719564677 -8.400085275407525, 20.691957197745214 -8.330736347763164, 20.69945437879432 -8.222027218159836, 20.700222141651746 -8.193364089758528)"
,225-30,EN225,0.0,152.5,152.5,Caluango,Capaia,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.723738583032976 -8.280322304883361, 19.72373858464257 -8.2483081296129, 19.723738587607034 -8.189205036809721, 19.721275961929386 -8.167041376900096, 19.733589097729524 -8.130101944448125, 19.770528502892812 -8.070998853266962, 19.782841638419523 -8.043909936265624, 19.777916386865588 -7.999582616456441, 19.812393163848853 -7.9798815869930655, 19.844407315914786 -7.928166382133415, 19.87395884085369 -7.888764321481388, 19.881346723479645 -7.8493622599140345, 19.918286131279583 -7.775483395393123, 19.937987147668537 -7.765632880702944, 19.979851807652654 -7.753319737994276, 20.014328586475326 -7.755782368176609, 20.043880111156025 -7.768095513625093, 20.05619324391941 -7.837049122382149, 20.08081951233205 -7.91092798934091, 20.094417229982685 -7.9707281679899875, 20.113363323602897 -8.027566495309351, 20.122836368850724 -8.096246140331129, 20.13586180709676 -8.167294049100295, 20.166649210175247 -8.254919803797243, 20.219935103978873 -8.335440768474992, 20.237697068973997 -8.359123405214808, 20.235590772534035 -8.373446226116569)"
,240-21,EN240,0.0,76.76,76.76,Muconda,Cassai,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.33331340039646 -10.634704554767664, 21.40051308812789 -10.628906216409625, 21.487305056781246 -10.612182585447297, 21.543884632021683 -10.598876922546925, 21.56671177452496 -10.603210419089839, 21.587280616909016 -10.607177704646, 21.630676602271215 -10.607177705483105, 21.682495437659973 -10.598876925214345, 21.734314273755768 -10.573791476963954, 21.77771026029758 -10.56207272774498, 21.817688278780853 -10.568786595619812, 21.887878693343417 -10.588806128033013, 21.998108163036825 -10.630493141480484)"
,190-02,EN190,0.0,60.43,60.43,MUCONDA,SACAFUA,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.56668922401156 -10.60323080118948, 21.56839976355229 -10.643330325677022, 21.56839976313951 -10.664300664223179, 21.570306156734667 -10.681458213980559, 21.568399762501446 -10.696709369249461, 21.54647623185593 -10.719586101773233, 21.538850655467066 -10.753901201060282, 21.51406753300318 -10.827297385472779, 21.503582365524256 -10.873050851179842, 21.502629167707234 -10.914991528256154, 21.502629167141013 -10.942634247251661, 21.489284409478543 -10.955025810663452, 21.465454485271596 -10.971230162680314, 21.433998986094387 -10.962651387152556, 21.399683896087154 -10.962651386411874, 21.363462411892698 -10.98648131578296, 21.363462411321418 -11.012217640364536)"
